Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500307,NIRLON,NIRLON LTD.,Active,B ,10.00,INE910A01012,Misc.Commercial Services,Equity
501144,PEOPLIN,PEOPLES INVESTMENTS LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
501178,ZSURYODI,SURYODAYA INVESTMENT &amp; TRADING COMPANY LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
501233,BIDL,Bhagyodaya Infrastructure Development Ltd,Active,P ,10.00,INE876D01019,Misc.Commercial Services,Equity
501270,ZCHANAIN,CHANAKYA INVESTMENTS LTD.,Active,XT,10.00,INE825M01017,Misc.Commercial Services,Equity
501351,RAPIDIN,RAPID INVESTMENTS LTD.,Active,XT,10.00,INE154M01012,Misc.Commercial Services,Equity
502473,RELSIND,RELSON INDIA LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
503639,INDSOYA,INDSOYA LTD.,Active,P ,10.00,INE314N01010,Misc.Commercial Services,Equity
503659,SW1,SW Investments Ltd,Active,XT,10.00,INE948K01011,Misc.Commercial Services,Equity
503669,KKFIN,K K Fincorp Limited,Active,XD,10.00,INE509J01013,Misc.Commercial Services,Equity
503681,ELCIDIN,ELCID INVESTMENTS LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
503689,HEALINV,HEALTHY INVESTMENTS LTD.,Active,XT,10.00,INE160N01017,Misc.Commercial Services,Equity
504356,ZMULTIPU,MULTIPURPOSE TRADING &amp; AGENCIES LTD.,Active,XT,10.00,INE017P01014,Misc.Commercial Services,Equity
504370,ZARDIINV,ARDI INVESTMENT &amp; TRADING LTD.,Active,ZP,10.00,,Misc.Commercial Services,Equity
504397,GANHOLD,GANESH HOLDINGS LTD.,Active,XT,10.00,INE932M01011,Misc.Commercial Services,Equity
505343,MONOT,MONOTYPE INDIA LTD.,Active,XT,1.00,INE811D01024,Misc.Commercial Services,Equity
505355,NESCO,NESCO LTD.,Active,B ,10.00,INE317F01027,Misc.Commercial Services,Equity
505520,ZHEMHOLD,HEM HOLDINGS &amp; TRADING LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
505585,ZKOVALIN,KOVALAM INVESTMENT &amp; TRADING CO.LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,Active,XT,10.00,INE886E01016,Misc.Commercial Services,Equity
506107,PRECTRA,PRECIOUS TRADING &amp; INVESTMENTS LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
506190,ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,Active,XT,10.00,INE978L01016,Misc.Commercial Services,Equity
507918,ARUMUGA,Sri Arumuga Enterprise Limited,Active,XT,10.00,INE240L01011,Misc.Commercial Services,Equity
508875,NITINALOY,NITIN ALLOYS GLOBAL LTD.,Active,XT,10.00,INE861H01012,Misc.Commercial Services,Equity
508963,STRLGUA,STERLING GUARANTY &amp; FINANCE LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
508980,FRONTCAP,Frontier Capital Ltd,Active,XT,10.00,INE977E01013,Misc.Commercial Services,Equity
509003,TRANOCE,TRANSOCEANIC PROPERTIES LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
509046,ZLEENCON,LEENA CONSULTANCY LTD.,Active,P ,10.00,INE778N01016,Misc.Commercial Services,Equity
509053,BANASFN,BANAS FINANCE LTD.,Active,XD,1.00,INE521L01022,Misc.Commercial Services,Equity
509084,PHOTON,PHOTON CAPITAL ADVISORS LTD.,Active,XT,10.00,INE107J01016,Misc.Commercial Services,Equity
509099,OSWALEA,OSWAL LEASING LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
509782,OSEASPR,OSEASPRE CONSULTANTS LTD.,Active,XT,10.00,INE880P01015,Misc.Commercial Services,Equity
511018,ZMILGFIN,MILGRAY FINANCE &amp; INVESTMENT LTD.,Active,P ,10.00,INE679T01013,Misc.Commercial Services,Equity
511024,ZSUBWAYF,SUBWAY FINANCE &amp; INVESTMENT CO.LTD.,Active,XT,10.00,INE033F01012,Misc.Commercial Services,Equity
511060,JUMBFNL,JUMBO FINANCE LTD.,Active,XT,10.00,INE122N01017,Misc.Commercial Services,Equity
511139,BAJRFIN,BAJRANG FINANCE LTD.,Active,XT,10.00,INE507J01017,Misc.Commercial Services,Equity
511149,REMITR,REMI SECURITIES LTD.,Active,XT,10.00,INE592J01019,Misc.Commercial Services,Equity
511153,ANJANIFOODS,Anjani Foods Ltd,Active,XT,10.00,INE096I01013,Misc.Commercial Services,Equity
511187,MILLENNIUM,Millennium Online Solutions ( India ) Ltd,Active,XD,1.00,INE570N01025,Misc.Commercial Services,Equity
511200,MUNCAPM,MUNOTH CAPITAL MARKET LTD.,Active,XT,5.00,INE910G01027,Misc.Commercial Services,Equity
511357,KAILASH,KAILASH AUTO FINANCE LTD.,Active,XC,1.00,INE410O01022,Misc.Commercial Services,Equity
511413,CREST,CREST VENTURES LIMITED,Active,B ,10.00,INE559D01011,Misc.Commercial Services,Equity
