Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500426,UTLINDS,UTL Industries Limited,Active,XT,1.00,INE184E01024,Copper,Equity
512024,NDMETAL,N.D.METAL INDUSTRIES LTD.,Active,XT,10.00,INE643D01013,Copper,Equity
513119,ABCGAS,ABC GAS (INTERNATIONAL) LTD.,Active,XT,10.00,INE173M01012,Copper,Equity
513502,BAROEXT,BARODA EXTRUSION LTD.,Active,XD,1.00,INE927K01023,Copper,Equity
513544,MSCTC,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD.,Active,Z ,10.00,INE277E01026,Copper,Equity
513599,HINDCOPPER,HINDUSTAN COPPER LTD.,Active,A ,5.00,INE531E01026,Copper,Equity
526027,CUBEXTUB,CUBEX TUBINGS LTD.,Active,T ,10.00,INE144D01012,Copper,Equity
531648,MAHAVIRIND,Mahavir Industries Limited,Active,XD,5.00,INE987M01023,Copper,Equity
532455,SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,Active,XD,2.00,INE655D01025,Copper,Equity
532914,ARCOTECH,ARCOTECH LTD.,Active,B ,10.00,INE574I01027,Copper,Equity
