Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500186,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,B ,10.00,INE345A01011,Exploration &amp; Production,Equity
500312,ONGC,OIL AND NATURAL GAS CORPORATION LTD.,Active,A ,5.00,INE213A01029,Exploration &amp; Production,Equity
511034,JINDRILL,JINDAL DRILLING &amp; INDUSTRIES LTD.,Active,B ,5.00,INE742C01031,Exploration &amp; Production,Equity
513536,GNRL,Gujarat Natural Resources Limited,Active,XC,10.00,INE207H01018,Exploration &amp; Production,Equity
522175,SVOGL,SVOGL Oil Gas And Energy Ltd-$,Active,T ,10.00,INE756B01017,Exploration &amp; Production,Equity
523204,ABAN,ABAN OFFSHORE LTD.,Active,A ,2.00,INE421A01028,Exploration &amp; Production,Equity
526512,INTLNKP,INTERLINK PETROLEUM LTD.,Active,XD,10.00,INE959G01016,Exploration &amp; Production,Equity
530075,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,Active,B ,10.00,INE818A01017,Exploration &amp; Production,Equity
530355,ASIANOI,ASIAN OILFIELD SERVICES LTD.,Active,XC,10.00,INE276G01015,Exploration &amp; Production,Equity
531612,KGNIND,KGN INDUSTRIES LTD.,Active,XD,1.00,INE196C01022,Exploration &amp; Production,Equity
532792,CAIRN,CAIRN INDIA LTD.,Active,A ,10.00,INE910H01017,Exploration &amp; Production,Equity
533106,OIL,OIL INDIA LTD.,Active,A ,10.00,INE274J01014,Exploration &amp; Production,Equity
534184,NAGAROIL,NAGARJUNA OIL REFINERY LTD.,Active,B ,1.00,INE453M01018,Exploration &amp; Production,Equity
