Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500060,BIRLAERIC,BIRLA ERICSSON OPTICAL LTD.,Active,T ,10.00,INE800A01015,Other Elect.Equip./ Prod.,Equity
500139,FEDDERLOYD,FEDDERS LLOYD CORPORATION LTD.,Active,B ,10.00,INE249C01011,Other Elect.Equip./ Prod.,Equity
500144,FINCABLES,FINOLEX CABLES LTD.,Active,A ,2.00,INE235A01022,Other Elect.Equip./ Prod.,Equity
503960,BBL,BHARAT BIJLEE LTD.-$,Active,B ,10.00,INE464A01028,Other Elect.Equip./ Prod.,Equity
504000,ELPROINTL,ELPRO INTERNATIONAL LTD.,Active,XC,2.00,INE579B01021,Other Elect.Equip./ Prod.,Equity
504080,JSLINDL,JSL INDUSTRIES LTD.,Active,XT,10.00,INE581L01018,Other Elect.Equip./ Prod.,Equity
504084,KAYCEEI,KAYCEE INDUSTRIES LTD.,Active,XD,100.00,INE813G01015,Other Elect.Equip./ Prod.,Equity
504212,UNIVCABLES,UNIVERSAL CABLES LTD.,Active,B ,10.00,INE279A01012,Other Elect.Equip./ Prod.,Equity
504240,DLTNCBL,DELTON CABLES LTD.,Active,XT,10.00,INE872E01016,Other Elect.Equip./ Prod.,Equity
504258,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,Active,XD,10.00,INE284C01018,Other Elect.Equip./ Prod.,Equity
504273,TUMUSEL,TUMUS ELECTRIC CORPORATION LTD.,Active,P ,10.00,INE064R01012,Other Elect.Equip./ Prod.,Equity
504286,DELTAMAGNT,DELTA MAGNETS LTD.,Active,B ,10.00,INE393A01011,Other Elect.Equip./ Prod.,Equity
504697,GALADA,GALADA POWER &amp; TELECOMMUNICATION LTD.,Active,XD,10.00,INE255C01018,Other Elect.Equip./ Prod.,Equity
506261,MODISNME,MODISON METALS LTD.-$,Active,XC,1.00,INE737D01021,Other Elect.Equip./ Prod.,Equity
513519,PITTILAM,PITTI LAMINATIONS LTD.-$,Active,B ,5.00,INE450D01021,Other Elect.Equip./ Prod.,Equity
517059,SALZER,SALZER ELECTRONICS LTD.-$,Active,B ,10.00,INE457F01013,Other Elect.Equip./ Prod.,Equity
517096,APLAB,APLAB LTD.-$,Active,XT,10.00,INE273A01015,Other Elect.Equip./ Prod.,Equity
517170,KLKELEC,KLK Electrical Ltd,Active,XT,10.00,INE125G01014,Other Elect.Equip./ Prod.,Equity
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,Active,B ,10.00,INE671A01010,Other Elect.Equip./ Prod.,Equity
517271,HBLPOWER,HBL POWER SYSTEMS LTD.-$,Active,B ,1.00,INE292B01021,Other Elect.Equip./ Prod.,Equity
517288,GUJPOLYA,GUJARAT POLY-AVX ELECTRONICS LTD.,Active,XT,10.00,INE541F01022,Other Elect.Equip./ Prod.,Equity
517296,PHOENIXLL,Phoenix Lamps Limited,Active,B ,10.00,INE455B01016,Other Elect.Equip./ Prod.,Equity
517320,SAVINFOCO,SAVANT INFOCOMM LTD.,Active,XT,10.00,INE898E01011,Other Elect.Equip./ Prod.,Equity
517354,HAVELLS,HAVELLS INDIA LTD.,Active,A ,1.00,INE176B01034,Other Elect.Equip./ Prod.,Equity
517370,INCAP,INCAP LTD.,Active,XT,10.00,INE437C01012,Other Elect.Equip./ Prod.,Equity
517423,INTEGSW,INTEGRA SWITCHGEAR LTD.,Active,P ,10.00,NA          ,Other Elect.Equip./ Prod.,Equity
517467,MARSONS,MARSONS LIMITED,Active,XD,10.00,INE415B01036,Other Elect.Equip./ Prod.,Equity
517498,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,Active,B ,10.00,INE855C01015,Other Elect.Equip./ Prod.,Equity
517546,ALFATRAN,ALFA TRANSFORMERS LTD.,Active,XD,10.00,INE209C01015,Other Elect.Equip./ Prod.,Equity
517569,KEI,KEI INDUSTRIES LTD.,Active,B ,2.00,INE878B01027,Other Elect.Equip./ Prod.,Equity
522017,FLUIDOM,FLUIDOMAT LTD.,Active,XC,10.00,INE459C01016,Other Elect.Equip./ Prod.,Equity
522163,DIAPOWER,Diamond Power Infrastructure Limited-$,Active,B ,10.00,INE989C01012,Other Elect.Equip./ Prod.,Equity
522281,RAMRAT,RAM RATNA WIRES LTD.-$,Active,XT,5.00,INE207E01023,Other Elect.Equip./ Prod.,Equity
530333,EMGEECA,EMGEE CABLES &amp; COMMUNICATIONS LTD.,Active,P ,10.00,INE128F01010,Other Elect.Equip./ Prod.,Equity
