Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
502250,MARATHR,MARATHWADA REFRACTORIES LTD.,Active,XT,10.00,INE347D01011,Construction Materials,Equity
502281,TRIVENIGQ,TRIVENI GLASS LTD.-$,Active,XT,10.00,INE094C01011,Construction Materials,Equity
506313,SASHWAT,Sashwat Technocrats Limited,Active,P ,10.00,INE789D01014,Construction Materials,Equity
512103,NIDHGRN,NIDHI GRANITES LTD.,Active,XT,10.00,INE276H01013,Construction Materials,Equity
513528,GLITTEKG,GLITTEK GRANITES LTD.,Active,XD,5.00,INE741B01027,Construction Materials,Equity
513699,SOLIDSTON,SOLID STONE COMPANY LTD.,Active,XD,10.00,INE584G01012,Construction Materials,Equity
513723,HIMGRANI,HIMALAYA GRANITES LTD.-$,Active,XD,10.00,INE464C01016,Construction Materials,Equity
513729,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,Active,B ,10.00,INE210C01013,Construction Materials,Equity
514171,CEETAIN,CEETA INDUSTRIES LTD.,Active,XT,1.00,INE760J01012,Construction Materials,Equity
515043,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,Active,XC,10.00,INE068B01017,Construction Materials,Equity
515081,SRIVAJRA,SRI VAJRA GRANITES LTD.,Active,P ,10.00,INE047H01018,Construction Materials,Equity
515093,MADHAV,MADHAV MARBLES &amp; GRANITES LTD.,Active,B ,10.00,INE925C01016,Construction Materials,Equity
515099,VERTICLIND,Vertical Industries Ltd,Active,P ,10.00,INE247Q01015,Construction Materials,Equity
523467,JAIMATAG,JAI MATA GLASS LTD.,Active,XD,1.00,INE250C01027,Construction Materials,Equity
523483,PACIFICI,PACIFIC INDUSTRIES LTD.,Active,XD,10.00,INE883C01025,Construction Materials,Equity
523768,GUJBOROS,GUJARAT BOROSIL LTD.,Active,XC,5.00,INE059C01022,Construction Materials,Equity
526315,DIVSHKT,DIVYASHAKTI GRANITES LTD.,Active,XT,10.00,INE410G01010,Construction Materials,Equity
526570,MIDWEST,MIDWEST GOLD LTD.,Active,XT,10.00,INE519N01014,Construction Materials,Equity
531049,NEELKAN,NEELKANTH ROCKMINERALS LTD.,Active,XD,10.00,INE741D01015,Construction Materials,Equity
531129,INANI,INANI MARBLES &amp; INDUSTRIES LTD.,Active,XT,10.00,INE635D01019,Construction Materials,Equity
531221,MAYURFL,MAYUR FLOORINGS LTD.,Active,P ,10.00,NA          ,Construction Materials,Equity
531281,PGINDST,PG INDUSTRY LTD.,Active,XD,10.00,INE807H01015,Construction Materials,Equity
531338,MILESTONE,MILESTONE GLOBAL LTD.,Active,XD,10.00,INE151H01018,Construction Materials,Equity
532369,RAMCOIND,RAMCO INDUSTRIES LTD.,Active,B ,1.00,INE614A01028,Construction Materials,Equity
532486,POKARNA,POKARNA LTD.,Active,XC,10.00,INE637C01017,Construction Materials,Equity
532817,ORIENTALTL,ORIENTAL TRIMEX LTD.,Active,T ,10.00,INE998H01012,Construction Materials,Equity
532993,SEZAL,Sezal Glass Limited,Active,B ,10.00,INE955I01036,Construction Materials,Equity
539119,JAINMARMO,Jain Marmo Industries Ltd,Active,XT,10.00,INE780Q01015,Construction Materials,Equity
