Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
508989,NAVNETEDUL,Navneet Education Limited,Active,B ,2.00,INE060A01024,Publishing,Equity
509069,INFOMEDIA,INFOMEDIA PRESS LTD.,Active,B ,10.00,INE669A01022,Publishing,Equity
511630,SAMBHAAV,SAMBHAAV MEDIA LTD.,Active,B ,1.00,INE699B01027,Publishing,Equity
526725,SANDESH,SANDESH LTD.,Active,B ,10.00,INE583B01015,Publishing,Equity
530733,NOVAPUB,Nova Publications India Ltd,Active,P ,10.00,INE900O01014,Publishing,Equity
531467,ARNAVCORP,ARNAV CORPORATION LTD.,Active,XD,10.00,INE647D01014,Publishing,Equity
532416,NEXTMEDIA,NEXT MEDIAWORKS LTD.,Active,B ,10.00,INE747B01016,Publishing,Equity
532640,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,Active,B ,10.00,INE278G01037,Publishing,Equity
532662,HTMEDIA,HT MEDIA LTD.,Active,B ,2.00,INE501G01024,Publishing,Equity
532705,JAGRAN,JAGRAN PRAKASHAN LTD.,Active,B ,2.00,INE199G01027,Publishing,Equity
533151,DBCORP,D B Corp Ltd,Active,A ,10.00,INE950I01011,Publishing,Equity
533217,HMVL,HINDUSTAN MEDIA VENTURES LTD.,Active,B ,10.00,INE871K01015,Publishing,Equity
535648,JUSTDIAL,JUST DIAL LTD.,Active,A ,10.00,INE599M01018,Publishing,Equity
538786,CIL,Citizen Infoline Ltd,Active,XT,10.00,INE473L01018,Publishing,Equity
