Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500114,TITAN,Titan Company Limited,Active,A ,1.00,INE280A01028,Other Apparels &amp; Accessories,Equity
500414,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,XC,1.00,INE064A01026,Other Apparels &amp; Accessories,Equity
504398,SJCORP,SJ CORPORATION LTD.,Active,XT,1.00,INE312B01027,Other Apparels &amp; Accessories,Equity
506184,KANANIIND,KANANI INDUSTRIES LTD.,Active,B ,1.00,INE879E01037,Other Apparels &amp; Accessories,Equity
507852,ADDIND,ADDI INDUSTRIES LTD.-$,Active,XD,5.00,INE757C01021,Other Apparels &amp; Accessories,Equity
507880,VIPIND,V.I.P.INDUSTRIES LTD.-$,Active,B ,2.00,INE054A01027,Other Apparels &amp; Accessories,Equity
507892,WINSOMEDJ,WINSOME DIAMONDS AND JEWELLERY LTD.,Active,XD,10.00,INE664A01015,Other Apparels &amp; Accessories,Equity
512047,ROYALIND,Royal India Corporation Limited,Active,XD,10.00,INE510H01015,Other Apparels &amp; Accessories,Equity
512091,ANSHNCO,ANSHUNI COMMERCIALS LTD.,Active,P ,10.00,INE425H01016,Other Apparels &amp; Accessories,Equity
512099,PUNITCO,PUNIT COMMERCIALS LTD.,Active,XT,10.00,INE750G01019,Other Apparels &amp; Accessories,Equity
512587,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,Active,B ,10.00,INE077B01018,Other Apparels &amp; Accessories,Equity
512595,UNIMOVR,UNIMODE OVERSEAS LTD.,Active,XT,10.00,INE348N01018,Other Apparels &amp; Accessories,Equity
512604,HARIAEXPO,HARIA EXPORTS LTD.-$,Active,XD,10.00,INE772B01014,Other Apparels &amp; Accessories,Equity
512608,BHANDHOS,BHANDARI HOSIERY EXPORTS LTD.,Active,XD,1.00,INE474E01029,Other Apparels &amp; Accessories,Equity
513583,SB&amp;TINTL,SB &amp; T INTERNATIONAL LTD.,Active,B ,10.00,INE465B01015,Other Apparels &amp; Accessories,Equity
513713,WHITEDIA,WHITE DIAMOND INDUSTRIES LTD.,Active,XD,10.00,INE146C01019,Other Apparels &amp; Accessories,Equity
514394,AJIL,Atlas Jewellery India Limited,Active,XC,10.00,INE022N01019,Other Apparels &amp; Accessories,Equity
514412,SARUPINDUS,SARUP INDUSTRIES LTD.-$,Active,XD,10.00,INE305D01019,Other Apparels &amp; Accessories,Equity
519455,NARBADA,NARBADA GEMS AND JEWELLERY LTD.,Active,XT,10.00,INE540C01013,Other Apparels &amp; Accessories,Equity
521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,Active,B ,10.00,INE206B01013,Other Apparels &amp; Accessories,Equity
521206,SAMTEX,SAMTEX FASHIONS LTD.-$,Active,XT,2.00,INE931D01020,Other Apparels &amp; Accessories,Equity
521210,CITYMAN,CITYMAN LTD.,Active,XT,10.00,INE117C01010,Other Apparels &amp; Accessories,Equity
521222,SANBLUE,SANBLUE CORPORATION LTD.,Active,XD,10.00,INE602D01027,Other Apparels &amp; Accessories,Equity
521228,TATIAGLOB,TATIA GLOBAL VENNTURE LTD.,Active,XD,1.00,INE083G01031,Other Apparels &amp; Accessories,Equity
521248,KITEX,KITEX GARMENTS LTD.,Active,B ,1.00,INE602G01020,Other Apparels &amp; Accessories,Equity
523001,PROFDIA,PROFESSIONAL DIAMONDS LTD.,Active,P ,10.00,NA          ,Other Apparels &amp; Accessories,Equity
523025,SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,Active,XC,10.00,INE429E01015,Other Apparels &amp; Accessories,Equity
523236,SHRENUJ,SHRENUJ &amp; CO.LTD.,Active,B ,2.00,INE633A01028,Other Apparels &amp; Accessories,Equity
523387,TRITON,TRITON CORP.LTD.,Active,XT,1.00,INE982C01033,Other Apparels &amp; Accessories,Equity
523425,SUNRAJDI,SUNRAJ DIAMOND EXPORTS LTD.,Active,XD,10.00,INE459D01014,Other Apparels &amp; Accessories,Equity
523676,GOLKUNDIA,GOLKUNDA DIAMONDS &amp; JEWELLERY LTD.,Active,XT,10.00,INE798D01015,Other Apparels &amp; Accessories,Equity
523790,SHUKJEW,SHUKRA JEWELLERS LTD.,Active,P ,10.00,INE344E01016,Other Apparels &amp; Accessories,Equity
523826,SOVERDIA,SOVEREIGN DIAMONDS LTD.,Active,XD,10.00,INE959D01013,Other Apparels &amp; Accessories,Equity
523842,SUPTANERY,Super Tannery Limited,Active,XD,1.00,INE460D01038,Other Apparels &amp; Accessories,Equity
526115,KARANWO,KARAN WOO-SIN LTD.,Active,XD,10.00,INE327D01013,Other Apparels &amp; Accessories,Equity
526161,SPENTA,SPENTA INTERNATIONAL LTD.,Active,XD,10.00,INE175C01018,Other Apparels &amp; Accessories,Equity
526195,NOGMIND,NEOGEM INDIA LTD.,Active,XD,10.00,INE552E01014,Other Apparels &amp; Accessories,Equity
