Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500336,SURYAROSNI,SURYA ROSHNI LTD.,Active,B ,10.00,INE335A01012,Iron &amp; Steel Products,Equity
504605,UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD.,Active,XC,10.00,INE361D01012,Iron &amp; Steel Products,Equity
504643,BWLLTD,BWL LTD.,Active,P ,10.00,NA          ,Iron &amp; Steel Products,Equity
505685,TAPARIA,TAPARIA TOOLS LTD.,Active,P ,10.00,INE614R01014,Iron &amp; Steel Products,Equity
506079,LAKPRE,LAKSHMI PRECISION SCREWS LTD.,Active,B ,10.00,INE651C01018,Iron &amp; Steel Products,Equity
506087,ANUPMAL,ANUP MALLEABLE LTD.,Active,P ,10.00,INE188O01016,Iron &amp; Steel Products,Equity
512505,MEENST,MEENAKSHI STEEL INDUSTRIES LTD.,Active,ZP,10.00,,Iron &amp; Steel Products,Equity
513043,REMIEDEL,Remi Edelstahl Tubulars Limited,Active,XD,10.00,INE158G01015,Iron &amp; Steel Products,Equity
513063,TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,Active,XT,10.00,INE360D01014,Iron &amp; Steel Products,Equity
513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,Active,B ,5.00,INE524B01027,Iron &amp; Steel Products,Equity
513149,ACROW,ACROW INDIA LTD.,Active,XT,10.00,INE950D01012,Iron &amp; Steel Products,Equity
513291,PREMPIPES,PREMIER PIPES LTD.,Active,XT,10.00,INE448N01016,Iron &amp; Steel Products,Equity
513397,VALLABHSQ,VALLABH STEELS LTD.-$,Active,XD,10.00,INE457E01016,Iron &amp; Steel Products,Equity
513456,KANSHST,KANISHK STEEL INDUSTRIES LTD.,Active,XT,10.00,INE791E01018,Iron &amp; Steel Products,Equity
513460,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,Active,Z ,10.00,INE257F01017,Iron &amp; Steel Products,Equity
513488,SSWRL,SHREE STEEL WIRE ROPES LTD.,Active,XT,10.00,INE387D01025,Iron &amp; Steel Products,Equity
513507,GUJCONT,GUJARAT CONTAINERS LTD.,Active,P ,10.00,INE276I01011,Iron &amp; Steel Products,Equity
513540,TNSTLTU,TAMILNADU STEEL TUBES LTD.,Active,P ,10.00,NA          ,Iron &amp; Steel Products,Equity
