Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
506166,APIS,APIS INDIA LTD.,Active,XT,10.00,INE070K01014,Other Food Products,Equity
507474,KFBL,KOTHARI FERMENTATION &amp; BIOCHEM LTD.,Active,XD,10.00,INE991B01010,Other Food Products,Equity
507552,FOODSIN,FOODS &amp; INNS LTD.,Active,XT,10.00,INE976E01015,Other Food Products,Equity
512573,AVANTI,AVANTI FEEDS LTD.-$,Active,B ,2.00,INE871C01020,Other Food Products,Equity
517554,NHCFOODS,NHC FOODS LTD.,Active,XD,10.00,INE141C01028,Other Food Products,Equity
519475,CHORDIA,CHORDIA FOOD PRODUCTS LTD.,Active,XD,10.00,INE975C01011,Other Food Products,Equity
523660,WATERBASE,WATERBASE LTD.,Active,XC,10.00,INE054C01015,Other Food Products,Equity
524202,LACTOSE,LACTOSE (INDIA) LTD.,Active,XT,10.00,INE058I01013,Other Food Products,Equity
524582,TIRUSTA,TIRUPATI STARCH &amp; CHEMICALS LTD.,Active,XT,10.00,INE314D01011,Other Food Products,Equity
524614,INDXTRA,INDIAN EXTRACTIONS LTD.,Active,XT,10.00,INE056E01016,Other Food Products,Equity
530461,SABOOSOD,SABOO SODIUM CHLORO LTD.,Active,XD,10.00,INE440C01016,Other Food Products,Equity
531265,PROGRESV,PROGRESSIVE EXTRACTIONS &amp; EXPORTS LTD.,Active,XT,10.00,INE421E01012,Other Food Products,Equity
531716,TRICOMFRU,Tricom Fruit Products Limited,Active,XD,10.00,INE843F01014,Other Food Products,Equity
531982,SPECFOOD,SPECTRUM FOODS LTD.,Active,XT,10.00,INE547C01018,Other Food Products,Equity
532961,SITASHREE,SITA SHREE FOOD PRODUCTS LTD.,Active,T ,10.00,INE686I01011,Other Food Products,Equity
539168,SPISYS,Spisys Ltd,Active,XD,10.00,INE805E01016,Other Food Products,Equity
