Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500179,HCL-INSYS,HCL INFOSYSTEMS LTD.,Active,B ,2.00,INE236A01020,Computer Hardware,Equity
507833,COMPUPN,COMPUTER POINT LTD.,Active,XD,10.00,INE607B01012,Computer Hardware,Equity
517119,PCS,PCS TECHNOLOGY LTD.,Active,XD,10.00,INE834B01012,Computer Hardware,Equity
517164,ZENITHCOMP,ZENITH COMPUTERS LTD.,Active,B ,10.00,INE598B01013,Computer Hardware,Equity
517393,VINTRON,VINTRON INFORMATICS LTD.,Active,XT,1.00,INE043B01028,Computer Hardware,Equity
521238,SEQUELE,SEQUEL E-ROUTERS LTD.,Active,XT,10.00,INE893C01032,Computer Hardware,Equity
523878,TOTEX,TOTAL EXPORTS LTD.,Active,XD,10.00,INE109E01013,Computer Hardware,Equity
524388,CRAZYINF,CRAZY INFOTECH LTD.,Active,XD,1.00,INE664B01021,Computer Hardware,Equity
532413,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,Active,B ,10.00,INE345B01019,Computer Hardware,Equity
532919,ACIASIA,ALLIED COMPUTERS INTERNATIONAL (ASIA) LTD.,Active,XD,1.00,INE335I01049,Computer Hardware,Equity
