Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500143,PHCAP,PH CAPITAL LTD.,Active,XD,10.00,INE160F01013,Comm.Trading  &amp; Distribution,Equity
500236,KANELIND,Kanel Industries Limited,Active,XT,10.00,INE252C01015,Comm.Trading  &amp; Distribution,Equity
500370,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,B ,10.00,INE924A01013,Comm.Trading  &amp; Distribution,Equity
500429,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B ,2.00,INE037A01022,Comm.Trading  &amp; Distribution,Equity
501111,ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,Active,XT,10.00,INE598F01014,Comm.Trading  &amp; Distribution,Equity
501391,WHBRADY,W.H.BRADY &amp; CO.LTD.,Active,XD,10.00,INE855A01019,Comm.Trading  &amp; Distribution,Equity
501430,BOMBCYC,BOMBAY CYCLE &amp; MOTOR AGENCY LTD.,Active,XD,10.00,INE691K01017,Comm.Trading  &amp; Distribution,Equity
501471,MACK,MACK TRADING CO.LTD.,Active,XT,10.00,INE436D01012,Comm.Trading  &amp; Distribution,Equity
501477,MULLER,MULLER &amp; PHIPPS (INDIA) LTD.,Active,XT,10.00,INE003F01015,Comm.Trading  &amp; Distribution,Equity
501479,ZNEWSAGA,NEW SAGAR TRADING CO.LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
501831,COASTCORP,COASTAL CORPORATION LTD.,Active,P ,10.00,INE377E01016,Comm.Trading  &amp; Distribution,Equity
503015,MODERN,MODERN INDIA LTD.-$,Active,XC,2.00,INE251D01023,Comm.Trading  &amp; Distribution,Equity
503772,MODWOOL,MODELLA WOOLLENS LTD.,Active,XD,10.00,INE380D01012,Comm.Trading  &amp; Distribution,Equity
503978,ZDIGIELE,DIGITAL ELECTRONICS LTD.,Active,ZP,10.00,INE053N01014,Comm.Trading  &amp; Distribution,Equity
504360,REMISIN,REMI SALES &amp; ENGINEERING LTD.,Active,XT,10.00,INE130I01010,Comm.Trading  &amp; Distribution,Equity
504369,GRANDMA,GRANDMA TRADING &amp; AGENCIES LTD.,Active,XD,1.00,INE927M01029,Comm.Trading  &amp; Distribution,Equity
504378,NYSSACORP,Nyssa Corporation Limited,Active,XD,1.00,INE812K01027,Comm.Trading  &amp; Distribution,Equity
504380,ZVINADTR,VINADITYA TRADING CO.LTD.,Active,XT,10.00,INE952M01019,Comm.Trading  &amp; Distribution,Equity
505523,MAHACORP,MAHARASHTRA CORPORATION LTD.,Active,XD,1.00,INE272E01027,Comm.Trading  &amp; Distribution,Equity
505590,SVPGLOB,SVP GLOBAL VENTURES LTD.,Active,XD,10.00,INE308E01011,Comm.Trading  &amp; Distribution,Equity
506120,ALNATRD,ALNA TRADING &amp; EXPORTS LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
506178,ZKHATAUE,KHATAU EXIM LTD.,Active,XT,10.00,INE092P01017,Comm.Trading  &amp; Distribution,Equity
506180,SRIOMTR,SHREE OM TRADES LTD.,Active,XT,10.00,INE668L01013,Comm.Trading  &amp; Distribution,Equity
506196,VIKSHEN,VIKSIT ENGINEERING LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
506615,SUNASIAN,Sunrise Asian Limited,Active,A ,10.00,INE917D01011,Comm.Trading  &amp; Distribution,Equity
507946,KIDUJA,KIDUJA INDIA LTD.,Active,XD,10.00,INE845A01010,Comm.Trading  &amp; Distribution,Equity
509009,AUSOMENT,AuSom Enterprise Limited,Active,B ,10.00,INE218C01016,Comm.Trading  &amp; Distribution,Equity
509220,PTL,PTL ENTERPRISES LTD.-$,Active,B ,2.00,INE034D01031,Comm.Trading  &amp; Distribution,Equity
509472,CRAVATEX,CRAVATEX LTD.,Active,XD,10.00,INE145E01017,Comm.Trading  &amp; Distribution,Equity
510245,SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.,Active,XD,1.00,INE804A01025,Comm.Trading  &amp; Distribution,Equity
511048,KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.,Active,P ,10.00,INE175Q01018,Comm.Trading  &amp; Distribution,Equity
511076,SATINDLTD,SAT INDUSTRIES LTD.-$,Active,XD,2.00,INE065D01027,Comm.Trading  &amp; Distribution,Equity
511395,BALATECGL,BALA TECHNO GLOBAL LTD.,Active,Z ,1.00,INE652B01026,Comm.Trading  &amp; Distribution,Equity
511601,YASHMGM,YASH MANAGEMENT &amp; SATELLITE LTD.,Active,XD,10.00,INE216B01012,Comm.Trading  &amp; Distribution,Equity
511618,JIKIND,JIK INDUSTRIES LTD.,Active,B ,10.00,INE026B01049,Comm.Trading  &amp; Distribution,Equity
511736,USHDI,USHDEV INTERNATIONAL LTD.,Active,XD,10.00,INE981D01017,Comm.Trading  &amp; Distribution,Equity
512008,AMANITRA,AMANI TRADING &amp; EXPORTS LTD.,Active,XT,10.00,INE886D01018,Comm.Trading  &amp; Distribution,Equity
512026,PHTRADING,PH TRADING LTD.,Active,P ,10.00,INE603D01017,Comm.Trading  &amp; Distribution,Equity
512038,ASWTR,AASWA TRADING &amp; EXPORTS LTD.,Active,P ,10.00,INE887D01016,Comm.Trading  &amp; Distribution,Equity
512063,AYOME,AYOKI MERCANTILE LTD.,Active,P ,10.00,INE048E01013,Comm.Trading  &amp; Distribution,Equity
512109,AVIVA,AVIVA INDUSTRIES LTD.,Active,Z ,10.00,INE461H01011,Comm.Trading  &amp; Distribution,Equity
512165,ABANSENT,ABans Enterprises Ltd,Active,XT,10.00,INE365O01010,Comm.Trading  &amp; Distribution,Equity
512213,CLASELE,CLASSIC ELECTRICALS LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
512253,MEUSEKARA,MEUSE KARA &amp; SUNGRACE MAFATLAL LTD.,Active,Z ,10.00,INE756D01013,Comm.Trading  &amp; Distribution,Equity
512261,BAJGLOB,BAJAJ GLOBAL LTD.,Active,XT,10.00,INE553H01015,Comm.Trading  &amp; Distribution,Equity
512301,CHMBBRW,CHAMBAL BREWERIES &amp; DISTILLERIES LTD.,Active,XD,10.00,INE417N01011,Comm.Trading  &amp; Distribution,Equity
512309,ROSETEX,ROSEKAMAL TEXTILES LTD.,Active,XT,10.00,INE392F01012,Comm.Trading  &amp; Distribution,Equity
512337,MAHSHRE,MAHASHREE TRADING LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
512344,ARAVALIS,ARAVALI SECURITIES &amp; FINANCE LTD.,Active,XD,10.00,INE068C01015,Comm.Trading  &amp; Distribution,Equity
512359,SWORDEDGE,Sword-Edge Commercials Limited,Active,XT,10.00,INE093G01014,Comm.Trading  &amp; Distribution,Equity
512369,ENNORE,ENNORE COKE LTD.,Active,XT,10.00,INE755H01016,Comm.Trading  &amp; Distribution,Equity
512381,ZNIVEMER,NIVEDITA MERCANTILE &amp; FINANCING LTD.,Active,XT,10.00,INE992I01013,Comm.Trading  &amp; Distribution,Equity
512425,NIRAVCOM,NIRAV COMMERCIALS LTD.,Active,XD,10.00,INE242B01018,Comm.Trading  &amp; Distribution,Equity
512461,PUNCTRD,PUNCTUAL TRADING LTD.,Active,P ,10.00,,Comm.Trading  &amp; Distribution,Equity
512485,DHANCOT,DHANLAXMI COTEX LTD.,Active,XT,10.00,INE977F01010,Comm.Trading  &amp; Distribution,Equity
512487,REMIELEK,Remi Elektrotechnik Limited,Active,XT,10.00,INE512H01011,Comm.Trading  &amp; Distribution,Equity
512531,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,Active,B ,10.00,INE655A01013,Comm.Trading  &amp; Distribution,Equity
512589,SITAENT,SITA ENTERPRISES LTD.,Active,XD,10.00,INE579D01019,Comm.Trading  &amp; Distribution,Equity
512591,PULSRIN,PULSAR INTERNATIONAL LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
512599,ADANIENT,ADANI ENTERPRISES LTD.,Active,A ,1.00,INE423A01024,Comm.Trading  &amp; Distribution,Equity
512600,MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.,Active,XT,10.00,INE307N01014,Comm.Trading  &amp; Distribution,Equity
513012,ZJEETMAC,JEET MACHINE TOOLS LTD.,Active,XT,10.00,INE987E01012,Comm.Trading  &amp; Distribution,Equity
513377,MMTC,MMTC LTD.,Active,A ,1.00,INE123F01029,Comm.Trading  &amp; Distribution,Equity
514199,BALATECIN,BALA TECHNO INDUSTRIES LTD.,Active,Z ,10.00,INE653B01016,Comm.Trading  &amp; Distribution,Equity
514378,YARNSYN,YARN SYNDICATE LTD.,Active,XT,10.00,INE564C01013,Comm.Trading  &amp; Distribution,Equity
514400,GARWSYN,GARWARE SYNTHETICS LTD.,Active,XD,10.00,INE340D01016,Comm.Trading  &amp; Distribution,Equity
514460,OSWAYRN,OSWAL YARNS LTD.,Active,XT,10.00,INE670H01017,Comm.Trading  &amp; Distribution,Equity
517077,INDAGIV,IND-AGIV COMMERCE LTD.,Active,Z ,10.00,INE115E01010,Comm.Trading  &amp; Distribution,Equity
517230,PAEL,PAE LTD.,Active,B ,10.00,INE766A01018,Comm.Trading  &amp; Distribution,Equity
517548,STARLITE,STARLITE COMPONENTS LTD.,Active,XD,10.00,INE035C01022,Comm.Trading  &amp; Distribution,Equity
519152,VADILENT,VADILAL ENTERPRISES LTD.,Active,XT,10.00,INE693D01018,Comm.Trading  &amp; Distribution,Equity
519224,WILLAMAGOR,WILLIAMSON MAGOR &amp; COMPANY LTD.,Active,B ,10.00,INE210A01017,Comm.Trading  &amp; Distribution,Equity
519230,RICHIRICH,Richirich Inventures Limited,Active,XD,5.00,INE102C01020,Comm.Trading  &amp; Distribution,Equity
519483,TAIIND,TAI INDUSTRIES LTD.-$,Active,XD,10.00,INE358D01018,Comm.Trading  &amp; Distribution,Equity
519485,KOHINOORT,Kohinoor Techno Engineers Limited,Active,XT,10.00,INE237D01014,Comm.Trading  &amp; Distribution,Equity
519532,ASIANTNE,ASIAN TEA &amp; EXPORTS LTD.-$,Active,XD,10.00,INE822B01017,Comm.Trading  &amp; Distribution,Equity
520115,BRAKAUT,BRAKES AUTO (INDIA) LTD.,Active,Z ,10.00,INE222G01019,Comm.Trading  &amp; Distribution,Equity
521003,SHVSUIT,SHIVA SUITINGS LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
521182,SEASONF,SEASONS FURNISHINGS LTD.,Active,XD,10.00,INE454D01015,Comm.Trading  &amp; Distribution,Equity
521232,SUNILTX,SUNIL INDUSTRIES LTD.,Active,P ,10.00,INE124M01015,Comm.Trading  &amp; Distribution,Equity
522235,MINALIND,Minal Industries Limited,Active,Z ,2.00,INE097E01028,Comm.Trading  &amp; Distribution,Equity
522289,IFMIMPX,IFM IMPEX GLOBAL LTD.,Active,XT,10.00,INE169F01014,Comm.Trading  &amp; Distribution,Equity
522294,TIGLOB,T &amp; I GLOBAL LTD.,Active,XD,10.00,INE811B01010,Comm.Trading  &amp; Distribution,Equity
523011,WEIZMANIND,WEIZMANN LTD.,Active,B ,10.00,INE080A01014,Comm.Trading  &amp; Distribution,Equity
523289,RAMAVISION,RAMA VISION LTD.,Active,XD,10.00,INE763B01013,Comm.Trading  &amp; Distribution,Equity
523519,UNIOFFICE,UNIVERSAL OFFICE AUTOMATION LTD.,Active,XT,10.00,INE951C01012,Comm.Trading  &amp; Distribution,Equity
523782,MITSHI,Mitshi India Ltd,Active,XT,10.00,INE844D01017,Comm.Trading  &amp; Distribution,Equity
523872,MAGNA,MAGNA INDUSTRIES &amp; EXPORTS LTD.,Active,P ,10.00,INE113F01012,Comm.Trading  &amp; Distribution,Equity
523874,PRECISION,PRECISION CONTAINEURS LTD.,Active,XD,10.00,INE191C01015,Comm.Trading  &amp; Distribution,Equity
523896,AVIPHOT,AVI PHOTOCHEM LTD.,Active,P ,10.00,INE316O01021,Comm.Trading  &amp; Distribution,Equity
524055,PANIDPR,PANTHER INDUSTRIAL PRODUCTS LTD.,Active,ZP,10.00,INE181D01014,Comm.Trading  &amp; Distribution,Equity
524103,LINEARIND,Linear Industries Ltd,Active,XT,10.00,INE808D01012,Comm.Trading  &amp; Distribution,Equity
524580,PRIYALT,PRIYA LTD.-$,Active,XD,10.00,INE686C01014,Comm.Trading  &amp; Distribution,Equity
524588,EMEDTECH,Emed.com Technologies Ltd,Active,XD,10.00,INE379F01019,Comm.Trading  &amp; Distribution,Equity
524590,HEMORGANIC,Hemo Organic Limited,Active,XD,10.00,INE422G01015,Comm.Trading  &amp; Distribution,Equity
524628,PARKERAC,PARKER AGROCHEM EXPORTS LTD.-$,Active,XD,10.00,INE750B01010,Comm.Trading  &amp; Distribution,Equity
524675,KABSON,KABSONS INDUSTRIES LTD.,Active,XT,10.00,INE645C01010,Comm.Trading  &amp; Distribution,Equity
524723,BIJHANS,BIJOY HANS LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
526009,PROCAL,PROCAL ELECTRONICS INDIA LTD.,Active,XD,10.00,INE700B01015,Comm.Trading  &amp; Distribution,Equity
