Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
502015,ASSOSTNB,ASSOCIATED STONE INDUSTRIES (KOTAH) LTD.,Active,XC,1.00,INE443A01030,Mining,Equity
504918,SANDUMA,SANDUR MANGANESE &amp; IRON ORES LTD.,Active,XC,10.00,INE149K01016,Mining,Equity
513498,SOUTHMG,SOUTHERN MAGNESIUM &amp; CHEMICALS LTD.,Active,P ,10.00,INE308N01012,Mining,Equity
526371,NMDC,NMDC LTD.,Active,A ,1.00,INE584A01023,Mining,Equity
527001,ASHAPURMIN,ASHAPURA MINECHEM LTD.,Active,B ,2.00,INE348A01023,Mining,Equity
531778,KACHCHH,KACHCHH MINERALS LTD.,Active,XD,10.00,INE059E01010,Mining,Equity
533017,RMMIL,RESURGERE MINES &amp; MINERALS INDIA LTD.,Active,B ,10.00,INE774I01031,Mining,Equity
533022,20MICRONS,20 MICRONS LTD.,Active,B ,5.00,INE144J01027,Mining,Equity
533286,MOIL,MOIL LTD.,Active,B ,10.00,INE490G01020,Mining,Equity
590086,ORISSAMINE,ORISSA MINERALS DEVELOPMENT COMPANY LTD.,Active,B ,1.00,INE725E01024,Mining,Equity
