Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500135,ESSELPRO,ESSEL PROPACK LTD.,Active,B ,2.00,INE255A01020,Containers &amp; Packaging,Equity
500148,UFLEX,UFLEX LTD.,Active,B ,10.00,INE516A01017,Containers &amp; Packaging,Equity
500187,HSIL,HSIL LTD.,Active,B ,2.00,INE415A01038,Containers &amp; Packaging,Equity
502448,ROLLT,ROLLATAINERS LTD.,Active,XC,2.00,INE927A01032,Containers &amp; Packaging,Equity
504840,KAIRA,KAIRA CAN CO.LTD.,Active,XT,10.00,INE375D01012,Containers &amp; Packaging,Equity
504966,TINPLATE,TINPLATE COMPANY OF INDIA LTD.,Active,B ,10.00,INE422C01014,Containers &amp; Packaging,Equity
506530,KEMP,KEMP &amp; COMPANY LTD.,Active,XD,10.00,INE060E01018,Containers &amp; Packaging,Equity
507779,KANPRPLA,KANPUR PLASTIPACK LTD.,Active,XC,10.00,INE694E01014,Containers &amp; Packaging,Equity
509820,PAPERPROD,Huhtamaki PPL Limited,Active,B ,2.00,INE275B01026,Containers &amp; Packaging,Equity
512453,SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,Active,XT,10.00,INE564J01018,Containers &amp; Packaging,Equity
515145,HINDNATGLS,HINDUSTHAN NATIONAL GLASS &amp; INDUSTRIES LTD.-$,Active,B ,2.00,INE952A01022,Containers &amp; Packaging,Equity
515147,HALDYNGL,Haldyn Glass Ltd-$,Active,XC,1.00,INE506D01020,Containers &amp; Packaging,Equity
516078,JUMBO,JUMBO BAG LTD.,Active,Z ,10.00,INE699D01015,Containers &amp; Packaging,Equity
519491,OCEAGRO,OCEAN AGRO (INDIA) LTD.,Active,XD,10.00,INE049J01010,Containers &amp; Packaging,Equity
522295,CONTROLPR,CONTROL PRINT LTD.-$,Active,XC,10.00,INE663B01015,Containers &amp; Packaging,Equity
523021,RISHITECH,RISHI TECHTEX LTD.,Active,XT,10.00,INE989D01010,Containers &amp; Packaging,Equity
523105,ZPPOLYSA,PLANTER POLYSACKS LTD.,Active,XT,10.00,INE293E01023,Containers &amp; Packaging,Equity
523260,PEARLPOLY,PEARL POLYMERS LTD.,Active,B ,10.00,INE844A01013,Containers &amp; Packaging,Equity
523820,NEOCORP,NEO CORP INTERNATIONAL LTD.,Active,XC,10.00,INE851C01014,Containers &amp; Packaging,Equity
523836,GUJRAFIA,GUJARAT RAFFIA INDUSTRIES LTD.,Active,T ,10.00,INE610B01024,Containers &amp; Packaging,Equity
523840,INNOVTEC,INNOVATIVE TECH PACK LTD.,Active,XD,1.00,INE965C01038,Containers &amp; Packaging,Equity
526001,JAUSPOL,JAUSS POLYMERS LTD.,Active,XT,10.00,INE593O01017,Containers &amp; Packaging,Equity
526067,KCCLPLASTC,KCCL PLASTIC LTD.,Active,XT,2.00,INE100L01025,Containers &amp; Packaging,Equity
526137,SHETR,SHETRON LTD.,Active,XD,10.00,INE278C01010,Containers &amp; Packaging,Equity
526143,MPL,MPL Plastics Limited,Active,XT,10.00,INE343A01016,Containers &amp; Packaging,Equity
526217,HITECHPLAS,HITECH PLAST LTD.-$,Active,B ,10.00,INE120D01012,Containers &amp; Packaging,Equity
526325,ORIENTLTD,ORIENT PRESS LTD.,Active,B ,10.00,INE609C01024,Containers &amp; Packaging,Equity
526494,PROMACT,PROMACT PLASTICS LTD.,Active,XD,10.00,INE818D01011,Containers &amp; Packaging,Equity
526554,SALGUTI,SALGUTI INDUSTRIES LTD.,Active,XT,10.00,INE159C01012,Containers &amp; Packaging,Equity
526717,GOPALA,GOPALA POLYPLAST LTD.,Active,XD,10.00,INE136C01036,Containers &amp; Packaging,Equity
526731,BRIGHTBR,BRIGHT BROTHERS LTD.-$,Active,XD,10.00,INE630D01010,Containers &amp; Packaging,Equity
526799,UNQTYMI,UNION QUALITY PLASTICS LTD.,Active,XT,10.00,INE338N01019,Containers &amp; Packaging,Equity
526965,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,Active,XT,10.00,INE372D01019,Containers &amp; Packaging,Equity
530063,YASHRAJC,YASHRAJ CONTAINEURS LTD.,Active,XT,10.00,INE095C01018,Containers &amp; Packaging,Equity
530111,RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,Active,XT,10.00,INE639C01013,Containers &amp; Packaging,Equity
530281,QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.,Active,XT,10.00,INE373C01019,Containers &amp; Packaging,Equity
530315,HINDTIN,HINDUSTAN TIN WORKS LTD.-$,Active,XD,10.00,INE428D01019,Containers &amp; Packaging,Equity
530403,VALLABH,VALLABH POLY-PLAST INTERNATIONAL LTD.,Active,XD,10.00,INE862K01014,Containers &amp; Packaging,Equity
530683,PITHP,PITHAMPUR POLY PRODUCTS LTD.,Active,P ,10.00,INE747D01012,Containers &amp; Packaging,Equity
530931,STANPACK,STANPACKS (INDIA) LTD.,Active,XD,10.00,INE457D01018,Containers &amp; Packaging,Equity
531236,MEWARPOL,MEWAR POLYTEX LTD.,Active,XT,10.00,INE404E01018,Containers &amp; Packaging,Equity
531280,PANKAJPO,PANKAJ POLYMERS LTD.,Active,XD,10.00,INE698B01011,Containers &amp; Packaging,Equity
531363,KARURKCP,KARUR K.C.P.PACKKAGINGS LTD.,Active,XD,10.00,INE727F01019,Containers &amp; Packaging,Equity
531397,POLYCON,POLYCON INTERNATIONAL LTD.,Active,XD,10.00,INE262C01014,Containers &amp; Packaging,Equity
531609,KGPETRO,KG PETROCHEM LTD.,Active,XT,10.00,INE902G01016,Containers &amp; Packaging,Equity
531671,BISIL,Bisil Plast Limited,Active,B ,1.00,INE214D01021,Containers &amp; Packaging,Equity
531989,DECPO,DECCAN POLYPACKS LTD.,Active,XT,10.00,INE132E01015,Containers &amp; Packaging,Equity
532310,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,Active,T ,5.00,INE879A01019,Containers &amp; Packaging,Equity
532692,RMCL,RADHA MADHAV CORPORATION LTD.,Active,B ,10.00,INE172H01014,Containers &amp; Packaging,Equity
532856,TIMETECHNO,TIME TECHNOPLAST LTD.,Active,B ,1.00,INE508G01029,Containers &amp; Packaging,Equity
532932,MANAKSIA,MANAKSIA LTD.,Active,B ,2.00,INE015D01022,Containers &amp; Packaging,Equity
533080,MOLDTKPAC,Mold-Tek Packaging Limited,Active,B ,5.00,INE893J01029,Containers &amp; Packaging,Equity
533161,EMMBI,Emmbi Industries Ltd,Active,B ,10.00,INE753K01015,Containers &amp; Packaging,Equity
533399,PARAPRINT,PARAMOUNT PRINTPACKAGING LTD.,Active,T ,10.00,INE702L01010,Containers &amp; Packaging,Equity
