Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500182,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A ,2.00,INE158A01026,2/3 Wheelers,Equity
500240,KINETICENG,KINETIC ENGINEERING LTD.,Active,XD,10.00,INE266B01017,2/3 Wheelers,Equity
500255,LML,LML LTD.,Active,B ,10.00,INE862A01015,2/3 Wheelers,Equity
500266,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,B ,10.00,INE288A01013,2/3 Wheelers,Equity
500267,MAJESAUT,MAJESTIC AUTO LTD.-$,Active,XD,10.00,INE201B01022,2/3 Wheelers,Equity
505029,ATLASCYCLE,ATLAS CYCLES (HARYANA) LTD.,Active,B ,10.00,INE446A01017,2/3 Wheelers,Equity
505141,SCOOTER,SCOOTERS INDIA LTD.,Active,XT,10.00,INE959E01011,2/3 Wheelers,Equity
505200,EICHERMOT,EICHER MOTORS LTD.,Active,A ,10.00,INE066A01013,2/3 Wheelers,Equity
522015,VCCLLTD,VCCL LTD.,Active,P ,10.00,INE460E01010,2/3 Wheelers,Equity
531035,TOBUENT,TOBU ENTERPRISES LTD.,Active,P ,10.00,INE432F01016,2/3 Wheelers,Equity
531795,ATULAUTO,ATUL AUTO LTD.-$,Active,B ,5.00,INE951D01028,2/3 Wheelers,Equity
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A ,1.00,INE494B01023,2/3 Wheelers,Equity
532977,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A ,10.00,INE917I01010,2/3 Wheelers,Equity
