Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
511509,VIVOBIOT,VIVO BIO TECH LTD.,Active,XT,10.00,INE380K01017,Biotechnology,Equity
531349,PANACEABIO,PANACEA BIOTEC LTD.,Active,B ,1.00,INE922B01023,Biotechnology,Equity
532523,BIOCON,BIOCON LTD.,Active,A ,5.00,INE376G01013,Biotechnology,Equity
532871,CELESTIAL,Celestial Biolabs Limited,Active,B ,10.00,INE221I01017,Biotechnology,Equity
532878,ALPA,ALPA LABORATORIES LTD.,Active,T ,10.00,INE385I01010,Biotechnology,Equity
532905,SAAMYABIO,SAAMYA BIOTECH (INDIA) LTD.,Active,B ,10.00,INE320H01019,Biotechnology,Equity
538858,CAMSONBIO,Camson Bio Technologies Ltd,Active,XC,10.00,INE845E01012,Biotechnology,Equity
539206,GVBL,Genomic Valley Biotech Ltd,Active,XT,10.00,INE574D01010,Biotechnology,Equity
590083,MAVENSBIO,MAVENS BIOTECH LTD.,Active,XD,1.00,INE856C01047,Biotechnology,Equity
590088,ADINATHBI,ADINATH BIO-LABS LTD.,Active,XD,1.00,INE129D01039,Biotechnology,Equity
